Experiment Index,Window Resize,P2P Call,Meeting,Close/Reject,Search,Channel Edit,Mirror,Phone Response,Enter Channel
48,229.09085637131926,510.41813293962525,961.0601212096615,482.5611389721797,1059.7214247189313,99.05122039795667,267.2371657342527,841.1507972917148,961.2441521974054
49,313.9653037775116,549.2963535259635,775.5984957352091,371.46409353937565,1078.9604361134561,283.89005910107414,129.3176977704764,792.957091626299,773.0013000574253
50,302.2578813719588,691.1454124193012,1029.6415568677494,502.9491982078946,1111.662770966047,314.85266790956257,118.97606240924628,705.7044869161656,871.4563575299259
51,326.3128902786344,706.2555482377963,1020.5671918406949,425.27977998946716,1094.971188777289,188.41385201122716,142.39024652337832,805.3755161494965,976.3771314718718
52,374.7147921005728,637.7425328748443,886.2431554117484,367.8751912981915,1121.3916899639987,172.92812993302687,226.7620890402543,803.746684293715,919.6190465889903
53,278.6065938490332,580.657927629759,862.1086987408306,368.38749913611014,977.4645501411994,60.58694117000911,195.33085544173008,805.745888300189,849.0631639714172
54,262.1000272990965,660.8388145408653,919.1053790401116,490.22624892929093,1005.2851581777481,188.35626174228702,333.0335398385206,724.3393754460437,961.382431951605
55,345.63564191142063,569.9838316613797,1001.2384642182718,589.4682748179341,968.2218970279539,129.46182401513892,188.187466835172,708.1852545909313,838.3966250137461
56,215.15118871732568,581.4516770304226,1027.215785267909,413.63923969031043,969.1468361240615,199.82842992133632,166.87987684428217,797.0676410957302,902.3139815927987
57,206.45938376562202,450.9401570038675,944.0476020499393,460.11142527808863,1016.4386602440834,251.21983773436205,62.38818734107781,754.869667170286,799.9141955975115
58,248.18878371394177,657.615019678573,793.7057226008563,527.3917864167477,1127.3271761121805,228.41192850038686,105.9096974997316,719.6769010931203,791.0298495769472
59,182.246085425339,717.9867940046499,821.4550956110403,436.33871674284615,982.4022087353644,223.86917066224862,231.96710095482499,729.1505941897518,905.3462680311412
60,409.79766214767744,639.6946688988884,870.0087436135426,422.700575210127,1057.2838836170754,73.08927591953704,267.05539479436715,794.1886886018714,845.0644566939684
61,202.0244328802583,636.5517339500316,936.4729989054525,512.5675984931305,963.1367927003005,220.43554569852753,209.88954819643436,786.3552304881142,884.6797067925122
62,255.91573144138565,659.6802080702766,988.8347091963694,495.77697238144253,967.7343462858161,103.03108587908588,238.5540492859917,761.8348529100317,1025.2428233624826
63,275.1137969703176,557.0052057622468,864.0886519720527,425.40899621123185,1044.9147550378316,240.45607533169832,137.9003545377015,646.7275602741944,914.0761875222873
64,283.7705142922773,654.2864772681976,935.9570593640644,502.3514031325499,1076.2967776018604,186.99608847910525,33.73348774247302,668.2162426711268,904.4746691734389
65,188.58705309035014,618.1086231340646,957.6537583609407,576.5788668077112,1001.2024132379539,130.2766528873999,86.1846229458541,781.5222408287585,1055.1425815998155
66,387.6953634365543,461.02512799696717,786.0435001159777,432.72285506940324,1058.6504334166812,164.9352879185236,251.5654829297871,784.3548136190902,978.3675404459809
67,281.37428959605444,549.4888062467671,838.6893330342618,458.52350518832316,1054.518065954265,172.05284475284265,243.93370432639878,841.6309570005749,830.9514127049043
68,240.0862085636018,565.5120280303374,1015.794437571601,389.33098172023375,1054.6930325513783,268.00629633193114,234.54925928282844,594.9311721066487,943.2165079373812
69,313.46872912353996,613.3984972279412,1007.0642617531375,449.7562954836939,1117.8494952557298,193.8709103510136,148.60629311279837,739.9436602250271,1028.8358415923885
70,272.6837698956558,759.0430117591645,903.8795656727928,472.6296593905498,1006.300150028162,152.7640143244525,230.60440539109965,782.6908597123848,951.4152878841892
71,171.83315601781993,530.5890898756105,1034.5167498560222,552.3919357875022,1089.4420311939407,174.79602847051495,144.8109792737464,682.5227132719557,871.9870495317303
72,277.5297299018282,570.4210578689613,907.6149370527409,438.88864678041784,973.6714028605165,123.65832890299257,100.25606516706866,630.9128812905041,981.1093730155153
73,305.7832560434915,606.0870576218533,844.3034507597663,422.76650734119823,1127.7870402479268,148.24870233916315,106.50229168384534,652.8316975732239,805.0396212095097
74,258.429199732906,474.31711379305494,974.8729379236684,418.7225537121755,1023.7684791448604,71.99733574550632,96.67003526722377,871.108124433169,900.2137460755852
75,183.13063842994052,528.2006777289682,949.3003025210198,322.38697583359925,932.6036348706953,334.8058309903144,249.12280718866856,646.4778547027358,981.6646119606081
76,288.56369800162054,636.6433298706422,932.136617382161,520.0239535959435,1083.0780660039975,114.98206389486892,188.77087899174398,730.0730472664754,957.9160522926172
77,324.9176674375909,692.419791708775,1002.913023917618,428.5509347367689,1075.618941949548,80.4500868175954,169.35556997258547,667.5610067845199,917.535160234576
78,379.91087011230275,767.1744961067936,865.9536794424649,376.1711364186928,1175.076749144358,138.65544602489555,260.94657723302316,851.2972954753632,939.7730775699483
79,324.41330665212394,697.8612500760456,984.6019088353277,342.7870478486221,985.4895628693591,111.3254777302975,199.52613034305134,782.0402914562451,806.5307034465319
80,246.59586422388193,569.5205411304446,1041.4536954887512,414.2899852569786,1105.8779684850506,200.98201627019802,178.75814353535438,635.537731473648,890.1615598498413
81,318.7859745574966,754.0189677844521,868.7060315659944,362.05451321039413,1124.0424604620289,304.1287961458924,170.0572861147036,761.7134867506635,1030.2064433556857
82,330.4260947417737,702.0431125058137,810.6408939884043,465.01105084539194,1032.4968597762927,194.60196405626513,223.68897570628997,720.638314054517,868.1441296227588
83,393.18393737880626,524.9550978557356,824.0917866626274,399.5036004908809,1145.141251470634,241.05328978065077,265.8478762952491,781.378648127434,904.560706914239
84,210.50505602705329,719.9421476092226,806.7600495818092,450.5176190111087,1140.5307945328877,132.35172742255912,180.04662084361445,711.8374039290436,998.8156054346327
85,213.62392131307007,663.1741445752192,913.5709261715848,573.880529400715,1055.7781050195426,178.60646862318467,205.834944545591,642.2333664967957,820.3405593662379
86,337.33348973418686,618.9730211124331,991.0657645701449,372.09419310446725,1085.825848097714,225.0385213779509,207.8784600034019,878.9921272832677,904.1591322337393
87,278.6395264573458,684.9367721665476,956.6646883435677,425.231200199101,1112.6474450541662,144.88755502501905,134.28279444192765,579.7904272294062,936.7828556744164
88,291.76102032327583,558.5059365364134,1046.7186076670584,398.30023249896965,1078.0704354102304,271.20375287063155,38.58949199612334,785.8307040701245,820.7555431054999
89,308.1027108375386,499.72752054796024,937.9162521805249,531.9179062300218,1063.5503722774015,205.83271951396787,192.07373985452458,757.5366071227666,897.7868579422064
90,273.31619431440066,652.1967625482876,897.1568597781047,359.1270849009328,1026.1770334039,317.0040152338496,223.3080256474485,717.8722423057925,907.1434934600421
91,141.98214875877156,549.5681801970627,902.7778442048326,429.26431418092665,1107.2469856517387,183.26114737455322,152.19650884985657,782.4852707092665,1023.0595048268735
92,431.6143744604135,524.3934314542224,1022.0256885605154,391.58140776450944,1057.603223798894,274.1379965460801,312.06635643531934,591.3338093981407,909.3451139727538
93,222.8415796796961,527.8217411447158,1049.8066948313628,474.02555935908435,1044.9640750339702,157.80954036794665,124.77048271826627,845.4949567118803,806.68972047022
94,137.38753462652755,617.4322349623187,1007.6904199716455,443.54709729441686,1097.0514657264803,157.02092336036452,147.5020775179364,726.5107114159854,900.8926914146248
95,156.49341131841493,594.4205030791187,888.1659256612387,466.0171178067909,992.6809263683022,182.6589109158066,145.43713952097934,818.6038925956473,805.7150017119363
96,394.3333854008588,461.58558722728867,971.1300608577873,535.9172600039647,903.0476416380856,296.7706677196931,128.27823297155305,815.3090404437742,751.2164037509741
97,251.55120235697458,729.297708143333,851.6301722092472,499.27687594606994,884.6231303650011,193.63068462334445,135.41686476590155,736.4414591455333,788.026832238751
98,328.83157329182893,526.3446212288934,924.143078340771,538.5274075879569,1124.9236042774762,114.05655447994232,177.26813979513202,788.0842044017669,927.4874148288372
99,266.1307101842815,662.4271095270584,933.7008937416081,414.02309974403374,1058.2623881183868,174.05865850760722,210.3351875354797,788.082064363164,931.7164929432053
100,361.4799573601795,677.6303503450397,967.0166777009418,303.93069541214675,1071.3714251896993,150.9081373365866,178.23341885651195,772.7816249955856,884.3722688499353
101,182.96573085432192,628.8770493751274,792.9236390133483,447.67531941571644,939.9518809155516,307.6696574492761,268.3748344947584,674.8838368290775,961.9624212135445
102,258.06646380085994,639.9968425458512,879.0617826108823,578.6282092612489,1044.061016964951,135.51908389741135,124.73144586329552,610.9622003462019,958.1728194369571
103,209.2205161493646,616.39725350115,1018.2475320814553,366.8380036838224,1143.9517578670889,142.06069496744578,196.2564219451671,587.7580250959068,897.1097686968069
104,365.0575890762423,496.6380231550584,819.5180097960974,313.88500191055266,939.5654975565214,117.94337087298389,145.6103725207659,762.9908095881054,887.8243060227461
105,226.93054359841676,609.4308974695147,897.7946818723648,472.0272590560011,1035.3565776890885,148.7991407007707,133.67435931990775,711.8756557622719,990.3381989540014
106,296.1390279979071,615.1449802923629,771.6729297965646,490.44325374074026,1027.2732367439664,289.0635817274301,53.712262239861516,693.6142497331845,887.9551806898751
107,256.8899546710299,667.8365276305849,880.8558169307471,423.6001812450196,1050.3668311005445,259.2781396023546,253.3303086103842,702.1351930425152,951.7905914328654
108,317.86362820113743,678.1238707148188,1071.9322636346292,498.8579251653763,1067.5363652978515,194.56269309484986,195.1522871475246,760.01423365418,915.2540215849735
109,280.6525114374341,608.9291535170006,860.8668704706536,552.6786346708622,1041.5821186243759,230.45336860388605,82.08124478606496,666.8324105911131,944.7682067564492
110,183.33214398380454,596.8276238130339,884.1886794687725,434.55785283550387,984.829538913661,54.75268106651416,52.893670181115354,727.5502434312435,854.559627258302
111,342.8061797274698,593.5556462412412,999.1526571543036,424.34591725390544,954.8456678043885,221.26137697221787,248.50656543713774,848.8762194050129,928.687664333743
112,230.63073645818903,596.5740827891437,942.0862375104425,362.33051655341507,980.7479105996613,239.7174291478303,313.7238665428335,638.4725236563634,839.6918004409937
113,199.96581403895897,662.8484905231315,822.187788261157,471.8788635138011,899.748790520563,128.04477374385345,172.9050475431378,669.6146456743995,992.434081717435
114,225.27061390891853,585.6708420014352,998.2761010754477,503.8387296805853,992.8658323180604,282.114850812168,152.71894419032205,765.1982849489424,857.993695434868
115,372.5475148978484,671.0552846312507,919.3071017004023,327.83568963026454,986.686640150361,71.25461861432305,146.2557695925771,637.3020091359627,757.6268670899675
116,316.1201013395298,688.1801258832015,957.1981319227406,613.4799438969212,1005.1233557504768,113.48044466378073,220.95080820387548,723.5484666908136,753.6928855143724
117,328.8645749171346,560.4906487913902,1007.032331592973,527.0143152268754,1153.47352789952,182.12040269006965,290.1543412883227,794.7574890983313,886.6971114294959
118,372.6233855650304,686.4597231965201,1047.2322573329313,510.7428717647001,1059.881103022045,77.01966463985906,255.43405358942604,726.1529729159777,862.2706749476662
119,223.17668544337133,515.6360453029304,956.4043781682362,564.1839662465194,1065.966822693112,145.26438027126386,285.4440191101893,655.8339431889682,842.7317704505303
120,341.93303268739237,595.7679353082292,888.4008834197663,456.82876826527877,1045.0652229563793,230.89204530805014,332.37247530865966,734.8684750956769,903.6275193702411
121,334.68534918673,651.9422077433811,949.2586425608172,358.0345777791373,1162.5605341914395,205.04452060223886,139.74531732698304,821.5335366097171,792.442562996379
122,240.73876731627135,516.9854467539875,835.3620682634541,362.55038386628996,1001.389560012941,191.70885807961315,270.5999758551947,756.0753357770832,852.0937322562149
123,379.04948668924476,613.5445096520833,1024.866704629916,530.3247069684693,1166.5727860097438,201.22502756426803,181.41499583888077,707.9772434205724,873.5885111600984
124,248.89921013249096,639.6352499992169,948.134830590951,396.8413331019359,1037.2981948890929,282.88966560919545,228.50110814880387,721.6564387840513,872.0465145441054
125,347.0444833376456,608.3866899362303,869.4179854529114,357.45539394009904,1051.659897247381,98.2210017939746,167.6699718148154,779.7505266064275,986.5743755434296
126,141.6423616437533,738.8934353843473,974.5042476061154,341.3506070302233,1093.9172231735918,176.18412757778424,277.5219087377534,763.6051283224174,959.7807542832089
127,293.87969361191404,733.0927169822559,990.3555082692097,408.7010798289048,1041.9154420349078,320.439221496369,52.95918275718168,666.9430591042153,1007.3794612131423
128,203.7685237607444,586.1190907088612,946.7055297219507,418.69550601751916,1077.7469704406667,223.51989743035915,68.35147390564566,758.0423894324226,971.5075165586982
129,295.54518979950836,717.7797015519974,796.3559055409044,434.7735597786657,994.5144872754788,307.8249318213836,299.97023427876695,828.2548825748336,996.2279388335306
130,398.2214150969661,578.5154172964546,871.362401785531,526.2916241274336,1011.7037373686569,169.07621579070695,54.16346497706165,669.4563893891824,846.2702670183467
131,269.15591751120644,544.0027397256243,975.5332862699253,466.076907979787,1103.0264799452516,128.88485450491333,238.16452537783374,787.4818154311391,840.506999490804
132,227.61364893620384,627.2489027978263,985.5285654499013,490.10079858236423,958.2655765024456,263.44382290922056,239.62575970071802,604.1065917528354,863.1786033477432
133,289.7029727873735,724.2715773058715,987.720903662111,465.66743473426004,961.9759738317581,248.91224267906884,127.49200372970128,701.6253584615438,817.3722918957155
134,243.80001902038094,600.9649851206567,916.2166494381781,557.567305022575,1134.1411665819737,289.9502440799367,245.65721483563928,680.694654785926,869.0966658088754
135,355.37807866193253,586.5785849548323,905.123320372818,532.1234011756708,1007.662272831647,278.623684595193,9.499968104957986,679.8300979361563,898.8174192612529
136,262.6815256566423,568.4949337298577,972.4082004464691,372.64027441991385,1023.1820734145967,178.87961911589366,157.31877030425753,724.0212605997949,905.114112789678
137,251.7318979523123,495.6118487627981,836.2179793468445,501.01052865120687,936.7168539657234,324.1927149472642,59.24107079147353,768.3169380391731,911.8082191463272
138,291.91709628618014,667.0019979475061,895.363396871548,487.3007777339064,997.3765739261751,277.0650861025837,208.59791347016488,799.0682664408679,1043.2897538632465
139,261.8450465578601,663.4341272744286,977.9645382469511,486.49919968337923,946.9219793492395,171.5020192166465,129.6713010942816,745.7590032583408,913.8583418074425
140,319.8022043439712,770.1231323199904,1073.0178972169226,343.09753569415926,1033.6911653691614,111.62270296033257,125.21536364924462,751.1542607581363,865.7699234872576
141,189.1132733527869,484.7033902266684,1004.1283376670469,353.0022333658684,1041.7345196337374,194.1192509699373,238.68849560675076,649.2270272352426,888.5761151110446
142,343.6086209373623,659.0644115553382,958.6807465113948,411.9869936313834,1134.0741926862065,246.84578114781146,214.390710732676,734.7873764743939,949.1261383987846
143,171.05353140904077,679.3193947807672,908.0851046049343,464.07049888438166,1114.9861703220154,188.50283323437662,181.64717067840627,771.2412045312243,866.5172828122759
144,158.96356225930145,505.53883007205945,953.2195493789435,455.34947026908617,1045.8531108413806,202.774279323823,255.94192797457472,638.3919570943643,1014.7088068521514
145,188.91330277635313,541.0142504474558,1042.4609715863367,537.1577288425522,990.798831973958,163.90262750541507,117.09555581295992,761.3128997752754,860.7693552931373
146,255.7466395300192,503.56326494670725,865.6105652925382,307.1005978531707,1146.8841858495234,168.0565827567444,237.4524794424675,755.2715447216308,891.614627811925
147,198.75303636654894,607.9196333465536,927.0704331560898,446.4099188134959,904.8508411981761,210.73637256217114,230.99156228961522,742.9950046312779,918.403359482768
148,250.8517437117936,631.4315036219218,862.8623985443345,441.73049568486863,1026.766635954761,191.59418149146018,120.42535118640126,854.2706997108435,882.7475227051543
149,254.65408121053133,537.2700769603407,995.0006519371195,522.1659443847674,1122.4068633167462,175.1865030055724,132.8851429747138,690.6074710736207,778.5501560097002
150,378.94010704524766,499.9197051712319,977.7548098576841,481.5902221496319,1177.2568262542727,197.74633316738763,146.40242658965545,739.1632271744642,856.0927379678154
151,187.54278268826357,599.0500063413415,955.2412244312368,452.12373768579533,1053.8778692185854,306.9136049444273,200.9942300419805,653.1975461090473,835.0366204944324
152,277.62021617990376,503.60983748531817,960.672034822472,476.99708794194066,1087.0052196058105,81.07394499372924,119.09961488015404,752.8279196449477,980.1354459612576
153,167.73992820356838,728.4170501322609,964.6333333783588,540.2678246226285,1036.905747149272,127.47481853183986,136.64783900008058,899.3249759619797,971.0709676509834
154,332.6742181578037,710.0326620978825,1021.9387119527239,418.0359443477074,996.6675533291136,222.2402764862688,178.51460558338584,714.8512461937886,942.3549913535353
155,264.3678223117879,714.734071241453,867.3006480336685,430.95090326584955,924.8781702728191,125.2824519567375,100.97448539098994,835.6449105189564,985.2225543477803
156,409.3507166490943,610.7213136651753,997.2686490795707,606.9688131225972,1070.6024494099388,178.05482876977356,127.25220306567846,793.8982887297415,940.1328667558905
157,188.33646259138035,503.9753779960598,1088.8772099031348,477.85507772410244,910.7090946193093,144.3344751640849,225.2635439653833,792.7096168436432,974.1543982679678
158,207.46797847269383,626.2980699884038,873.6067320126008,456.3384685257629,977.8364827105705,208.47360326055843,196.9537811450398,758.3623208250186,827.4539357879942
159,305.4724578329833,528.6191590965055,950.0769626333658,391.20245272125374,1034.2398741364836,122.0163837908137,154.66350403844655,765.4940657937224,985.5240713351885
160,140.58785170235677,627.3875193415747,1003.7235019827092,486.51547085461607,1140.1702655669988,228.29245537847822,192.94764682076257,806.9261480340599,841.6848956418339
161,271.58105381203444,583.6694665418618,886.3796808292892,330.2901270423411,1104.1918624210612,283.9074832661742,286.7161306219283,726.4576102416189,837.2682093351553
162,315.9282975504624,612.8038269871793,1018.5780956108911,409.70813133450844,1061.6668771241987,134.21135366132128,190.75487454267764,738.1283452770617,875.402156443636
163,244.09879752468999,555.6361323180772,970.2730776363213,484.0095386477951,1193.9352211422095,261.79569453883676,59.697999387332594,828.8124472343011,815.371672993251
164,216.79562997006624,537.3749151472648,968.6390573666304,536.9918176395114,1090.7579977874852,342.08567186768806,204.8301101074841,822.9054195067965,895.4062071541321
165,347.78260516126034,480.6671217341915,982.7670297144916,360.1338526662338,1087.6842703233083,248.20013795774355,219.85800081125566,761.6939061630711,818.6544157115637
166,249.48666956627193,684.112460929457,994.9206340228606,331.4070916415553,969.6964118244131,221.0512994576954,267.26535527839724,852.238785310466,814.8331555956889
167,252.63483085936753,530.0457552522697,962.3212904463467,439.1268583305566,1004.6620058165098,108.0244056805493,21.693513736373077,754.7886853061481,884.3725028233526
168,316.38468963378466,727.2909360323317,1020.3455024984456,491.950613107686,1037.3514347332398,129.4873990248987,190.48856889316053,868.888582418441,964.2988544442929
169,281.7601014632091,742.9866245258894,923.600969390189,475.0072474518413,883.775918529758,237.58557345936595,223.01976245095506,636.6246202752152,998.2431655414343
170,399.6782951787719,618.5990164857292,1005.2061944914952,470.0060193782282,1030.8281669478401,175.8116370200176,189.66135593489338,740.6235138367649,957.6162820395341
171,393.19898984306883,660.8340474752794,900.1552043610166,345.5186594198733,1144.5990538916562,71.05051593566336,120.40479425186348,585.6842946781508,834.1637181669184
172,239.81722236919916,665.6203004542434,1006.8530246180285,374.70131152124804,1105.9544863670626,89.50304344835533,196.93471899684178,636.3843954774792,893.3372093851544
173,326.9930652508363,651.0844341320108,971.6379621980824,495.51849124918056,1153.2981370557536,92.1752718949694,217.75187416654154,603.1136501169709,837.0503756683593
174,303.52398563198886,578.6669216940883,895.4321442467576,552.4137764389282,1174.7202646616088,145.51679316548274,149.10969783924787,741.5442240713836,880.9415282791607
175,310.95344256591767,572.8854408557169,1044.9247682392345,443.06462118402317,942.6704701030496,124.37615168096605,263.87846582024974,771.6306837065367,998.0923712493432
176,359.07672003346465,516.9331499839153,938.0813274225277,451.5416519697095,1105.4157486463764,330.26132963921106,260.12600568679187,803.2842706461464,813.1228264926611
177,289.9647975988646,631.8543808666743,957.1040398281422,365.6651590056136,1048.421516063155,283.033687120334,80.15451997511168,788.9937434945966,788.2750856431361
178,377.7657815637584,613.7432087740232,995.2364927080303,496.19725132563315,1066.8516909009688,233.18913457952013,179.2454379913213,807.557925158249,1035.068200431007
179,273.0223591281334,611.7448936964829,823.967449657231,326.1586094759163,1180.580950073646,52.9596302445363,326.29886243695967,825.7835466769798,895.2470548408338
180,379.7821075795596,446.04335547940366,852.8783893650279,404.4524089921347,1010.8126032321693,282.9369789813079,168.41724086090633,661.9166543707265,925.1063344476855
181,250.84480838434473,563.8279516549253,1004.7394687581418,396.0204147613508,1010.0612928004839,307.9139638794974,178.4481330691485,827.6412178431365,925.3307166420248
182,181.99391698931478,609.7339902930589,1037.6772090187217,555.9475607598073,1020.6732966821116,204.73466055072737,320.0387038816937,764.4330084402294,867.9022253895725
183,145.7383759409034,679.4402235897899,850.4758221270058,362.8976388477908,940.1525448717323,241.43268304462117,177.84489070076876,708.7968633210705,858.963237092053
184,162.15863838195918,707.8875179684995,856.0151574101039,560.7626694422414,994.1486244094356,201.0038789425615,77.59697589153694,620.5420417862906,969.3119514081047
185,118.26916280489523,673.0072502009502,862.0760196695142,338.47232008055124,1012.3715889901566,143.08178328626013,191.97724125887956,672.8812332015289,978.9303368591507
